collection__uuid,artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__people__author,artifact__people__editor,file__url,file__language,file__pages
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Stories of early school leaving: pointers for policy and practice,The Stage 8½ of the Brotherhood of St. Laurence’s longitudinal Life Chances Study talks with young people who left school early,report,,2009,,https://www.bsl.org.au/research/publications/stories-of-early-school-leaving-pointers-for-policy-and-practice/,Janet Taylor,,http://library.bsl.org.au/showitem.php?handle=1/6180,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Myer Foundation 2020: A Vision for Aged Care outcomes review,"This BSL research commissioned by the Myer Foundation tracked the influence on government policy of the foundation’s investment in developing a vision for aged care, and assessed its impact on practice.",report,,2009,,https://www.bsl.org.au/research/publications/the-myer-foundation-2020-a-vision-for-aged-care-outcomes-review/,Astrid Reynolds,,http://library.bsl.org.au/showitem.php?handle=1/6043,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The cost of a free education: cost as a barrier to Australian public education,"Concerned about financial barriers to participation, Brotherhood researchers canvassed the cost burden to parents of education in a government school.",report,,2009,,https://www.bsl.org.au/research/publications/the-cost-of-a-free-education-cost-as-a-barrier-to-australian-public-education/,Sharon Bond|Michael Horn,,http://library.bsl.org.au/showitem.php?handle=1/6206,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Frankston North Communities for Children local evaluation: final report,This evaluation of the local implementation of the national Communities for Children initiative in Frankston North on Melbourne's south-eastern fringe incorporated the Most Significant Change methodology.,report,,2009,,https://www.bsl.org.au/research/publications/frankston-north-communities-for-children-local-evaluation-final-report/,Brotherhood of St Laurence,,http://library.bsl.org.au/showitem.php?handle=1/6007,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Increasing consumer choice in aged care services,"Increased choice in aged care services is an international trend, driven by demographic changes and consumer advocacy.",report,,2009,,https://www.bsl.org.au/research/publications/increasing-consumer-choice-in-aged-care-services/,Carmel Laragy|Gerry Naughtin,,http://library.bsl.org.au/showitem.php?handle=1/5985,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Response to the Standing Committee of Officials on Consumer Affairs consultation paper An Australian consumer law: fair markets, confident consumers",,report,2009-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/5930,,,http://library.bsl.org.au/showitem.php?handle=1/5930,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Strengthening Australia's retirement income system: submission to the review,,report,2009-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5858,,,http://library.bsl.org.au/showitem.php?handle=1/5858,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Policy recommendations to the Australian Government in response to the economic downturn,,report,2009-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5924,,,http://library.bsl.org.au/showitem.php?handle=1/5924,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Victorian Budget 2009–10: Building capacity and preventing social and economic exclusion: proposals in response to the economic downturn,,report,2009-02-01,,,http://library.bsl.org.au/jspui/bitstream/1/2478/1/BSL_subm_Vic_Budget09.pdf,,,http://library.bsl.org.au/jspui/bitstream/1/2478/1/BSL_subm_Vic_Budget09.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Senate Economics Committee Inquiry into Aspects of Bank Mergers,,report,2009-01-01,,,http://library.bsl.org.au/showitem.php?handle=1/5818,,,http://library.bsl.org.au/showitem.php?handle=1/5818,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Submission re fifteen recommendations in the TCF Review report, Building innovative capability",,report,2009-01-01,,,http://library.bsl.org.au/showitem.php?handle=1/5838,,,http://library.bsl.org.au/showitem.php?handle=1/5838,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to House of Representatives Inquiry into Combining School and Work,,report,2009-01-01,,,http://library.bsl.org.au/showitem.php?handle=1/5900,,,http://library.bsl.org.au/showitem.php?handle=1/5900,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Learning support programs: education reform beyond the school,This report presents the case for out-of-school-hours learning support programs (LSPs) to meet the needs of disadvantaged students.,report,,2009,,https://www.bsl.org.au/research/publications/learning-support-programs-education-reform-beyond-the-school/,Sharon Bond,,http://library.bsl.org.au/showitem.php?handle=1/6120,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Integrated support to overcome severe employment barriers: adapting the IPS approach,What kind of support is needed to help unemployed people who have experienced severe disadvantage to overcome barriers and find suitable employment?,report,,2009,,https://www.bsl.org.au/research/publications/integrated-support-to-overcome-severe-employment-barriers-adapting-the-ips-approach/,Jyden Lawlor|Daniel Perkins,,http://library.bsl.org.au/showitem.php?handle=1/1367,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Reform of the Australian retirement income system,The Brotherhood of St. Laurence commissioned the National Centre for Social and Economic Modelling (NATSEM) to undertake a study of the inequities of Australia's retirement income system.,report,,2009,,https://www.bsl.org.au/research/publications/reform-of-the-australian-retirement-income-system/,"Simon Kelly, NATSEM, University of Canberra",,http://library.bsl.org.au/showitem.php?handle=1/5996,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Senate Inquiry into Residential and Community Aged Care,,report,2008-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/5850,,,http://library.bsl.org.au/showitem.php?handle=1/5850,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the MCEETYA consultation on the National Declaration on Educational Goals for Young Australians,,report,2008-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/5897,,,http://library.bsl.org.au/showitem.php?handle=1/5897,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Towards a progressive tax system: submission to the review of Australia's future tax system,,report,2008-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/5829,,,http://library.bsl.org.au/showitem.php?handle=1/5829,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the parliamentary inquiry into the provision of supported accommodation for Victorians with a disability or mental illness,,report,2008-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/5880,,,http://library.bsl.org.au/showitem.php?handle=1/5880,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the exposure draft for the new employment services 2009–2012 purchasing arrangements,,report,2008-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5967,,,http://library.bsl.org.au/showitem.php?handle=1/5967,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Pension reform for all: submission to the Pension Review,,report,2008-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5923,,,http://library.bsl.org.au/showitem.php?handle=1/5923,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,BSL submission to the Victorian Government's Strengthening Student Support Services consultation,,report,2008-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5944,,,http://library.bsl.org.au/showitem.php?handle=1/5944,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Valuing all young people: submission to the Victorian Government on the Vulnerable Youth Framework discussion paper,,report,2008-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/5830,,,http://library.bsl.org.au/showitem.php?handle=1/5830,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission in response to A Climate of Opportunity Summit Paper,,report,2008-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/3697,,,http://library.bsl.org.au/showitem.php?handle=1/3697,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Improving resident transfers between hospitals and residential care facilities,This study of transfers of frail older people between hospitals and residential care was undertaken by two fourth-year social work students from La Trobe University.,report,,2008,,https://www.bsl.org.au/research/publications/improving-resident-transfers-between-hospitals-and-residential-care-facilities/,Laura Meese|Jennifer Poole,,http://library.bsl.org.au/showitem.php?handle=1/6186,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Immigration detention: submission to the Parliament of Australia Joint Standing Committee on Migration,,report,2008-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/1635,,,http://library.bsl.org.au/showitem.php?handle=1/1635,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to inquiry into better support for carers,,report,2008-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/5927,,,http://library.bsl.org.au/showitem.php?handle=1/5927,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the inquiry into competition in the banking and non-banking sectors,,report,2008-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/3698,,,http://library.bsl.org.au/showitem.php?handle=1/3698,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Australian Government on the future of employment services in Australia discussion paper,,report,2008-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/1033,,,http://library.bsl.org.au/showitem.php?handle=1/1033,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"An inclusive system of parental support: submission to the Productivity Commission Inquiry into Paid Maternity, Paternity and Parental Leave",,report,2008-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/5819,,,http://library.bsl.org.au/showitem.php?handle=1/5819,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Victorian Government on skills reform,,report,2008-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/1025,,,http://library.bsl.org.au/showitem.php?handle=1/1025,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Cottage service for highly disadvantaged children in Fitzroy: a review,An evaluation of BSL's Cottage Centre for Families and Children which served inner-Melbourne families with young children from the 1980s to 2005 shows that it was effective in assisting families with complex needs.,report,,2008,,https://www.bsl.org.au/research/publications/the-cottage-service-for-highly-disadvantaged-children-in-fitzroy-a-review/,"Martina Boese, Janet Stanley, Carole Baker|Jody Hughes",,http://library.bsl.org.au/showitem.php?handle=1/6041,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Given the Chance: an evaluation of an employment and education pathways program for refugees,This evaluation of Given the Chance showed that supported mentoring combined with training and work placements can be effective in helping refugees to understand Australian workplace cultures and providing an entrée into employment and/or educational opportunities.,report,,2008,,https://www.bsl.org.au/research/publications/given-the-chance-an-evaluation-of-an-employment-and-education-pathways-program-for-refugees/,Kemran Mestan,,http://library.bsl.org.au/showitem.php?handle=1/6076,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Enabling low-income households in the private rental market to respond to climate change,"Late in 2007, the Brotherhood of St. Laurence convened a roundtable to consider ways to reduce the likely impact of climate change (and related mitigation measures such as carbon pricing) on low-income private renter households.",report,,2008,,https://www.bsl.org.au/research/publications/enabling-low-income-households-in-the-private-rental-market-to-respond-to-climate-change/,Brotherhood of St Laurence,,http://library.bsl.org.au/showitem.php?handle=1/6146,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Coming to grips with credit contracts: steps to protect vulnerable borrowers,"Researchers from the Brotherhood of St. Laurence and from Griffith University law school sought the views of people living on low incomes about credit regulations, focusing on disclosure and the safety net provisions in the Uniform Consumer Credit Code (UCCC).",report,,2008,,https://www.bsl.org.au/research/publications/coming-to-grips-with-credit-contracts-steps-to-protect-vulnerable-borrowers/,"Genevieve Sheehan, Therese Wilson|Nicola Howell",,http://library.bsl.org.au/showitem.php?handle=1/6022,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Australian Youth Forum Consultation,,report,2008-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/1027,,,http://library.bsl.org.au/showitem.php?handle=1/1027,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Review of the Australian Textile Clothing and Footwear Industries,,report,2008-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5891,,,http://library.bsl.org.au/showitem.php?handle=1/5891,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Growing up in an inclusive Victoria: Submission to the Victorian Government on the Blueprint for Early Childhood Development and School Reform,,report,2008-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5867,,,http://library.bsl.org.au/showitem.php?handle=1/5867,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Partnerships Advancing Community Engagement: four pilot projects with Rotary,"The Partnerships Advancing Community Engagement program (PACE) was devised by Rotary Youth Ambassadorial Scholar, Courtney Scala, during an internship with the Brotherhood of St. Laurence.",report,,2008,,https://www.bsl.org.au/research/publications/partnerships-advancing-community-engagement-four-pilot-projects-with-rotary/,Bill Unkles,,http://library.bsl.org.au/showitem.php?handle=1/5998,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Growing community enterprise: an evaluation of the Community Enterprise Development Initiative,"This is the final evaluation report from the Community Enterprise Development Initiative (CEDI), funded by the Victorian Department of Planning and Community Development and delivered by the Brotherhood of St. Laurence.",report,,2008,,https://www.bsl.org.au/research/publications/growing-community-enterprise-an-evaluation-of-the-community-enterprise-development-initiative/,Sharon Bond,,http://library.bsl.org.au/showitem.php?handle=1/5997,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Carbon use in poor Victorian households by local government area,"As the imposition of a carbon price is planned in Australia to encourage movement away from carbon-based energy, this mapping exercise illustrates the uneven pattern of carbon use by poor households across Melbourne and across Victoria.",report,,2008,,https://www.bsl.org.au/research/publications/carbon-use-in-poor-victorian-households-by-local-government-area/,Bill Unkles|Janet Stanley,,http://library.bsl.org.au/showitem.php?handle=1/6201,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Counting the cost: parental experiences of education expenses: results from the 2007 Education Costs Survey,This report examines the survey responses of 58 low-income Victorian families about the cost of their 129 primary and secondary school-aged children’s participation in formal education during 2007.,report,,2008,,https://www.bsl.org.au/research/publications/counting-the-cost-parental-experiences-of-education-expenses-results-from-the-2007-education-costs-survey/,Sharon Bond|Michael Horn,,http://library.bsl.org.au/showitem.php?handle=1/6037,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Seasonal labour mobility: responsible business conduct, decent work and regional engagement","This paper was prepared for the OECD ILO conference 'Employment and industrial relations: promoting responsible business conduct', held in Paris in June 2008.",report,,2008,,https://www.bsl.org.au/research/publications/seasonal-labour-mobility-responsible-business-conduct-decent-work-and-regional-engagement/,Serena Lillywhite,,http://library.bsl.org.au/showitem.php?handle=1/6061,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The case for change: a snapshot analysis of the Australian tax system,This snapshot analysis prepared for the Brotherhood of St. Laurence highlights key federal taxation areas requiring reform.,report,,2008,,https://www.bsl.org.au/research/publications/the-case-for-change-a-snapshot-analysis-of-the-australian-tax-system/,John Freebairn|Rosanna Scutella,,http://library.bsl.org.au/showitem.php?handle=1/6158,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Connecting with Frankston families: examining service use for families in Frankston North, Karingal and Carrum Downs","This report explores ways to strengthen the provision of services to ‘hard to reach’ families in Frankston North, Karingal and Carrum Downs, suburbs on Melbourne’s outer metropolitan fringe.",report,,2008,,https://www.bsl.org.au/research/publications/connecting-with-frankston-families-examining-service-use-for-families-in-frankston-north-karingal-and-carrum-downs/,Carmelita Davies|Nicole Oke,,http://library.bsl.org.au/showitem.php?handle=1/6124,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to Australian Government's First Home Saver Account consultation process,,report,2008-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/5886,,,http://library.bsl.org.au/showitem.php?handle=1/5886,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Sustainable outcomes for disadvantaged job seekers: submission to the Australian Government on the future of employment assistance,,report,2008-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/945,,,http://library.bsl.org.au/showitem.php?handle=1/945,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Life chances at 16: Life Chances Study stage 8,"Stage 8 of the longitudinal Life Chances Study explored the situations of 125 young Australians (75 girls and 50 boys) from diverse backgrounds, their current engagement with school and work and their future plans at the age of 16.",report,,2008,,https://www.bsl.org.au/research/publications/life-chances-at-16-life-chances-study-stage-8/,Janet Taylor|Lucy Nelms,,http://library.bsl.org.au/showitem.php?handle=1/6190,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Towards new indicators of disadvantage: deprivation and social exclusion,This is the final report from stage 2 of a major project assisted by an Australian Research Council Linkage grant.,report,,2007,,https://www.bsl.org.au/research/publications/towards-new-indicators-of-disadvantage-deprivation-and-social-exclusion/,"Peter Saunders, Yuvisthi Naidoo|Megan Griffiths (SPRC); with Peter Davidson, Anne Hampshire, Janet Taylor, John Bellamy|Sue King",,http://library.bsl.org.au/showitem.php?handle=1/6119,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Ethical threads: corporate social responsibility in the Australian garment industry,"This research is the first comprehensive investigation of the Australian garment sector’s attitude to, and knowledge of, corporate responsibility in relation to labour rights.",report,,2007,,https://www.bsl.org.au/research/publications/ethical-threads-corporate-social-responsibility-in-the-australian-garment-industry/,Emer Diviney|Serena Lillywhite,,http://library.bsl.org.au/showitem.php?handle=1/6204,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Investing in people: Intermediate Labour Markets as pathways to employment,"Getting the long-term jobless into mainstream employment is a major challenge for Australian governments, especially in areas of concentrated disadvantage.",report,,2007,,https://www.bsl.org.au/research/publications/investing-in-people-intermediate-labour-markets-as-pathways-to-employment/,Kemran Mestan|Rosanna Scutella with the Allen Consulting Group,,http://library.bsl.org.au/showitem.php?handle=1/6135,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Making it work: promoting participation of job seekers with multiple barriers through the Personal Support Programme,"This report presents findings of an evaluation of the Personal Support Programme (PSP) by the Brotherhood of St. Laurence, Melbourne City Mission and Hanover Welfare Services.",report,,2007,,https://www.bsl.org.au/research/publications/making-it-work-promoting-participation-of-job-seekers-with-multiple-barriers-through-the-personal-support-programme/,Daniel Perkins,,http://library.bsl.org.au/showitem.php?handle=1/6001,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Brotherhood's Social Barometer: the working years,The third Social Barometer examines how well equipped Australians of working age are for full economic and social participation in a rapidly changing world.,report,,2007,,https://www.bsl.org.au/research/publications/the-brotherhoods-social-barometer-the-working-years/,The Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/6027,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The inclusive role of playgroups in Greater Dandenong,"This report investigates the ways in which playgroups in Greater Dandenong, a culturally diverse municipality in south-eastern Melbourne, can foster the inclusion of many community groups, and identifies barriers to playgroup attendance for parents and caregivers.",report,,2007,,https://www.bsl.org.au/research/publications/the-inclusive-role-of-playgroups-in-greater-dandenong/,"Nicole Oke, Janet Stanley|Jacqui Theobald",,http://library.bsl.org.au/showitem.php?handle=1/6118,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,School engagement and life chances at 15 & 16,This four-page summary brings together key findings from stages 7 and 8 of BSL's longitudinal Life Chances Study.,report,,2008,,https://www.bsl.org.au/research/publications/school-engagement-and-life-chances-at-15-16/,Janet Taylor|Lucy Nelms,,http://library.bsl.org.au/showitem.php?handle=1/6131,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to Victorian Energy Efficiency Target issues paper,,report,2007-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5899,,,http://library.bsl.org.au/showitem.php?handle=1/5899,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Brotherhood of St Laurence submission re the Productivity Commission Consumer Policy Framework,,report,2007-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/5905,,,http://library.bsl.org.au/showitem.php?handle=1/5905,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to the Prime Ministerial Task Group on Emissions Trading,,report,2007-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/5975,,,http://library.bsl.org.au/showitem.php?handle=1/5975,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Children's Services Regulations Review,,report,2007-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/5857,,,http://library.bsl.org.au/showitem.php?handle=1/5857,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Children's Services Regulations Review from Craigieburn and Districts Family Day Care Scheme,,report,2007-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/5814,,,http://library.bsl.org.au/showitem.php?handle=1/5814,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Equity in Response to Climate Change Roundtable,"This publication brings together papers and presentations from a roundtable, ‘Equity in Response to Climate Change’ that took place 26 March 2007.",report,,2007,,https://www.bsl.org.au/research/publications/equity-in-response-to-climate-change-roundtable-melbourne-26-march-2007/,The Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/6058,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Social exclusion in Boroondara: stage two: identifying the issues for children who experience social exclusion in Boroondara,"This second report explores child poverty and related service needs in Boroondara, in Melbourne’s eastern suburbs, informed by local welfare agencies and some parents experiencing exclusion.",report,,2007,,https://www.bsl.org.au/research/publications/social-exclusion-in-boroondara-stage-two-identifying-the-issues-for-children-who-experience-social-exclusion-in-boroondara/,"Janet Stanley, Chi Wai Ng|Kemran Mestan",,http://library.bsl.org.au/showitem.php?handle=1/6178,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Community Enterprise Development Initiative: learnings from work with twelve disadvantaged neighbourhoods in 2005–06,This report documents learning from the implementation of the Community Enterprise Development Initiative of the Brotherhood of St. Laurence and the Department for Victorian Communities in twelve localities in Melbourne and regional Victoria.,report,,2007,,https://www.bsl.org.au/research/publications/the-community-enterprise-development-initiative-learnings-from-work-with-twelve-disadvantaged-neighbourhoods-in-2005-06/,Lois Bedson,,http://library.bsl.org.au/showitem.php?handle=1/6139,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Rebuilding connections: creating opportunities for socially isolated older Australians,This report describes the experience of BSL's Community Care Division in the Department of Human Services’ Southern and North and West Regions of Melbourne in responding to social isolation through its Socialisation Program.,report,,2007,,https://www.bsl.org.au/research/publications/rebuilding-connections-creating-opportunities-for-socially-isolated-older-australians-evaluation-of-the-brotherhood-of-st-laurence-community-care-socialisation-program/,Michael Hillier,,http://library.bsl.org.au/showitem.php?handle=1/6187,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Outcomes for older people with chronic and complex needs: a longitudinal examination of the use of community services following an aged care assessment in Victoria,This study was undertaken by the Australian Institute for Primary Care at La Trobe University and the Brotherhood of St. Laurence.,report,,2007,,https://www.bsl.org.au/research/publications/outcomes-for-older-people-with-chronic-and-complex-needs-a-longitudinal-examination-of-the-use-of-community-services-following-an-aged-care-assessment-in-victoria/,"Karen Teshuva, Lucy Nelms, Victoria Johnson, Peter Foreman|Janet Stanley",,http://library.bsl.org.au/showitem.php?handle=1/6013,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Australian Fair Pay Commission,,report,2006-07-01,,,http://library.bsl.org.au/showitem.php?handle=1/5862,,,http://library.bsl.org.au/showitem.php?handle=1/5862,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,STEP into residential care: a training program evaluation,This report is an evaluation of the Scheme for Training and Educating People (STEP) residential care program.,report,,2006,,https://www.bsl.org.au/research/publications/step-into-residential-care-a-training-program-evaluation/,Kemran Mestan|Janet Stanley,,http://library.bsl.org.au/showitem.php?handle=1/6195,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Building pathways to local jobs for young people: City of Kingston Youth Employment Strategy,"The City of Kingston, with funding from the Department of Victorian Communities, engaged the Brotherhood of St. Laurence to explore the issues underlying high youth unemployment in the city in Melbourne's south.",report,,2006,,https://www.bsl.org.au/research/publications/building-pathways-to-local-jobs-for-young-people-city-of-kingston-youth-employment-strategy/,Eleanor Marsh|Daniel Perkins,,http://library.bsl.org.au/showitem.php?handle=1/5984,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Risk and reality: access to general insurance for people on low incomes,The authors investigated the reasons that many low-income and other excluded people are uninsured.,report,,2006,,https://www.bsl.org.au/research/publications/risk-and-reality-access-to-general-insurance-for-people-on-low-incomes/,Genevieve Sheehan|Gordon Renouf,,http://library.bsl.org.au/showitem.php?handle=1/6055,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Brotherhood's Social Barometer: challenges facing Australian youth,This second issue of the Social Barometer examines how well equipped Australians are in successfully navigating the transition from childhood to adulthood and from school to work in a rapidly changing world.,report,,2006,,https://www.bsl.org.au/research/publications/the-brotherhoods-social-barometer-challenges-facing-australian-youth/,Martina Boese|Rosanna Scutella,,http://library.bsl.org.au/showitem.php?handle=1/6164,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Raising young children in Greater Dandenong: an initial needs study for the Communities for Children program,This small study documented the needs of families with young children in Dandenong.,report,,2006,,https://www.bsl.org.au/research/publications/raising-young-children-in-greater-dandenong-an-initial-needs-study-for-the-communities-for-children-program/,"Janet Stanley, Nina Bailey, Helen Ansems, Martina Boese|Jill Webb",,http://library.bsl.org.au/showitem.php?handle=1/6029,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"'I have had a past and I suppose I have a future, but ... ' : a report to the Aged and Community Care Team","Two researchers from Deakin University explored ageing in Melbourne, through biographical interviews with twelve older or frail people who were clients of the Brotherhood's aged and community care services.",report,,2006,,https://www.bsl.org.au/research/publications/i-have-had-a-past-and-i-suppose-i-have-a-future-but-a-report-to-the-aged-and-community-care-team-brotherhood-of-st-laurence/,Karl Nunkoosing|Kay Cook,,http://library.bsl.org.au/showitem.php?handle=1/6049,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,To their credit: evaluating an experiment with personal loans for people on low incomes,This study evaluates the Brotherhood of St. Laurence and Community Sector Banking’s personal loan pilot.,report,,2006,,https://www.bsl.org.au/research/publications/to-their-credit-evaluating-an-experiment-with-personal-loans-for-people-on-low-incomes/,Rosanna Scutella|Genevieve Sheehan,,http://library.bsl.org.au/showitem.php?handle=1/6038,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Welfare reform? Following the 'work-first' way,"This paper provides a brief overview of the radical sectoral shift effected by the Australian
Government’s 2005–06 welfare-to-work reforms,",report,,2007,,https://www.bsl.org.au/research/publications/welfare-reform-following-the-work-first-way/,Terry Carney,,http://library.bsl.org.au/showitem.php?handle=1/801,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,School engagement and life chances: 15 year olds in transition,"This report draws on stage 7 of BSL's longitudinal Life Chances Study, when the young people were aged 15, to explore school engagement and transition issues.",report,,2006,,https://www.bsl.org.au/research/publications/school-engagement-and-life-chances-15-year-olds-in-transition/,Janet Taylor|Lucy Nelms,,http://library.bsl.org.au/showitem.php?handle=1/6080,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Corporate social responsibility: supplementary material submitted to the Australian Government Corporations and Markets Advisory Committee,,report,2006-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/5956,,,http://library.bsl.org.au/showitem.php?handle=1/5956,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate Community Affairs Legislation Committee Inquiry into Employment and Workplace Relations Legislation Amendment (Welfare to Work and other measures) Bill 2005 and Family and Community Services Legislation Amendment (Welfare to Work),,report,2005-11-01,,,http://library.bsl.org.au/showitem.php?handle=1/5946,,,http://library.bsl.org.au/showitem.php?handle=1/5946,,
