collection__uuid,artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__people__author,artifact__people__editor,file__url,file__language,file__pages
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Thrive by Five Early Childhood Guarantee Bill 2024,,report,2024-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13473,,,https://library.bsl.org.au/showitem.php?handle=1/13473,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Electricity and Energy Sector Plan discussion paper,,report,2024-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13471,,,https://library.bsl.org.au/showitem.php?handle=1/13471,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Climate Change Authority 2024 Issues Paper,,report,2024-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13470,,,https://library.bsl.org.au/showitem.php?handle=1/13470,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to regulatory impact statement on efficiency standards for rental properties,,report,2024-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13469,,,https://library.bsl.org.au/showitem.php?handle=1/13469,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to Treasury on the Buy Now Pay Later Exposure Draft,,report,2024-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13468,,,https://library.bsl.org.au/showitem.php?handle=1/13468,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the NDIS Amendment Bill 2024,,report,2024-05-01,,,https://library.bsl.org.au/showitem.php?handle=1/13465,,,https://library.bsl.org.au/showitem.php?handle=1/13465,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to strategic review of the Apprenticeship Incentive System,,report,2024-05-01,,,https://library.bsl.org.au/showitem.php?handle=1/13463,,,https://library.bsl.org.au/showitem.php?handle=1/13463,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Early childhood education and care: submission to the Productivity Commission in response to the draft report,,report,2024-03-01,,,https://library.bsl.org.au/showitem.php?handle=1/13445,,,https://library.bsl.org.au/showitem.php?handle=1/13445,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Submission to consultation on the Australian Government response to the Royal Commission into Violence, Abuse, Neglect and Exploitation of People with Disability",,report,2024-03-01,,,https://library.bsl.org.au/showitem.php?handle=1/13440,,,https://library.bsl.org.au/showitem.php?handle=1/13440,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to consultation for the Disability Employment Centre of Excellence,,report,2024-01-01,,,https://library.bsl.org.au/showitem.php?handle=1/13430,,,https://library.bsl.org.au/showitem.php?handle=1/13430,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Developing a Not-for-profit Sector Development Blueprint - submission to DSS BERG,,report,2024-01-01,,,https://library.bsl.org.au/showitem.php?handle=1/13431,,,https://library.bsl.org.au/showitem.php?handle=1/13431,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate Inquiry into Residential Electrification,,report,2023-12-01,,,https://library.bsl.org.au/showitem.php?handle=1/13414,,,https://library.bsl.org.au/showitem.php?handle=1/13414,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Department of Home Affairs on the Multicultural Framework Review,,report,2023-12-01,,,https://library.bsl.org.au/showitem.php?handle=1/13413,,,https://library.bsl.org.au/showitem.php?handle=1/13413,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission on Paid Parental Leave Amendment Bill December 2023,,report,2023-12-01,,,https://library.bsl.org.au/showitem.php?handle=1/13407,,,https://library.bsl.org.au/showitem.php?handle=1/13407,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Finding a balance? Work, family and economic security: insights from parents in the Life Chances study",How has becoming and being a parent affected the economic security and financial wellbeing of participants in our Life Chances longitudinal study?,report,,2024,,https://www.bsl.org.au/research/publications/finding-a-balance/,Ursula Harrison|Dina Bowman,,https://library.bsl.org.au/showitem.php?handle=1/13448,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Investing in women’s empowerment: formative evaluation of the SEED Project in Seymour, Victoria",A formative evaluation assessing the implementation stage of the SEED Project and how the project is making progress towards its intended outcomes.,report,,2024,,https://www.bsl.org.au/research/publications/investing-in-womens-empowerment/,Margaret Kabare,,https://library.bsl.org.au/showitem.php?handle=1/13472,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Inequality in Australia: insights from the Life Chances Study 1990–2024,The final report wrapping up our 34-year longitudinal study.,report,,2024,,https://www.bsl.org.au/research/publications/inequality-in-australia-insights-from-the-life-chances-study/,Dina Bowman|Ursula Harrison,,https://library.bsl.org.au/showitem.php?handle=1/13467,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Better Health and Housing Program evaluation,Positive outcomes realised by residents and conditions for success identified in the BHHP.,report,,2023,,https://www.bsl.org.au/research/publications/the-better-health-and-housing-program-evaluation/,Tracey Pahor,,https://library.bsl.org.au/showitem.php?handle=1/13415,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Making ends meet: fostering security and dignity in tough times,How has the cost-of-living crisis intersected with long-term drivers of financial stress?,report,,2024,,https://www.bsl.org.au/research/publications/making-ends-meet/,"Dina Bowman, Emily Porter|Margaret Kabare.",,https://library.bsl.org.au/showitem.php?handle=1/13433,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Stepping up women’s financial wellbeing: Stepping Stones program 2021–23 service impact report,"Drawing on project documents, deidentified monitoring data and case studies, this report summarises the model, activities, outcomes and learnings from the 2021–23 cohort of women who participated in Stepping Stones.",report,,2023,,https://www.bsl.org.au/research/publications/stepping-stones-2021-23-service-impact-report/,Margaret Kabare,,https://library.bsl.org.au/showitem.php?handle=1/13401,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Submission to DSS for a stronger, more diverse and independent community sector",,report,2023-11-01,,,https://library.bsl.org.au/showitem.php?handle=1/13396,,,https://library.bsl.org.au/showitem.php?handle=1/13396,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into the State Education System in Victoria,,report,2023-11-01,,,https://library.bsl.org.au/showitem.php?handle=1/13395,,,https://library.bsl.org.au/showitem.php?handle=1/13395,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to DISR on Future Gas Strategy,,report,2023-11-01,,,https://library.bsl.org.au/showitem.php?handle=1/13392,,,https://library.bsl.org.au/showitem.php?handle=1/13392,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Summary of joint submission into the Workforce Australia Employment Services Inquiry,,report,2023-11-01,,,https://library.bsl.org.au/showitem.php?handle=1/13391,,,https://library.bsl.org.au/showitem.php?handle=1/13391,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the Economic Inclusion Advisory Committee Bill 2023,,report,2023-11-01,,,https://library.bsl.org.au/showitem.php?handle=1/13389,,,https://library.bsl.org.au/showitem.php?handle=1/13389,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the Australian Competition and Consumer Commission on Child Care Inquiry draft findings and recommendations,,report,2023-11-01,,,https://library.bsl.org.au/showitem.php?handle=1/13387,,,https://library.bsl.org.au/showitem.php?handle=1/13387,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Fulfilling the potential of Partners in the Community: response to the NDIS Review,,report,2023-10-01,,,https://library.bsl.org.au/showitem.php?handle=1/13386,,,https://library.bsl.org.au/showitem.php?handle=1/13386,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Reform of the Australian employment services system: design options,,report,2023-10-01,,,https://library.bsl.org.au/showitem.php?handle=1/13384,,,https://library.bsl.org.au/showitem.php?handle=1/13384,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Seeding change: insights and lessons from the development and establishment of the SEED Project in Seymour,Development and early implementation of the SEED model.,report,,2023,,https://www.bsl.org.au/research/publications/seeding-change-journey-insights/,Margaret Kabare,,https://library.bsl.org.au/showitem.php?handle=1/13388,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Growing pains: Family Tax Benefit issues and options for reform,How can the Family Tax Benefit (FTB) better meet the needs of today’s families?,report,,2023,,https://www.bsl.org.au/research/publications/growing-pains-ftb-issues-and-options-for-reform/,"Miranda Stewart, Emily Porter, Dina Bowman|Emily Millane",,https://library.bsl.org.au/showitem.php?handle=1/13398,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,A new voluntary parent support service: submission to the Department of Employment and Workplace Relations,,report,2023-09-01,,,https://library.bsl.org.au/showitem.php?handle=1/13381,,,https://library.bsl.org.au/showitem.php?handle=1/13381,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate Economics Legislation Committee Inquiry into the Housing Australia Future Fund Bill 2023,,report,2023-09-01,,,https://library.bsl.org.au/bsljspui/bitstream/1/13378/1/BSL_subm_Housing_Australia_Future_Fund_Aug2023.pdf,,,https://library.bsl.org.au/bsljspui/bitstream/1/13378/1/BSL_subm_Housing_Australia_Future_Fund_Aug2023.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Review to Inform a Better and Fairer Education System,,report,2023-08-01,,,https://library.bsl.org.au/showitem.php?handle=1/13371,,,https://library.bsl.org.au/showitem.php?handle=1/13371,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Skilling for the green transition,,presentation,,,,https://library.bsl.org.au/showitem.php?handle=1/13370,,,https://library.bsl.org.au/showitem.php?handle=1/13370,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Climate Change Authority re Australia's emissions reduction targets,,report,2023-07-01,,,https://library.bsl.org.au/showitem.php?handle=1/13366,,,https://library.bsl.org.au/showitem.php?handle=1/13366,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Enabling electrification: addressing the barriers to moving off gas faced by lower-income households,"Our study explores the views of lower-income households about moving from gas to electricity as home energy sources, the barriers they face, and the implications for policy to achieve equitable solutions.",report,,2023,,https://www.bsl.org.au/research/publications/enabling-electrification/,"Sangeetha Chandrashekeran, Julia de Bruyn, David Bryant|Damian Sullivan",,https://library.bsl.org.au/showitem.php?handle=1/13361,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Mutual investment for mutual benefit: activating employers to shift young people’s career trajectories,How can we enable employer engagement in youth employment solutions?,report,,2023,,https://www.bsl.org.au/research/publications/mutual-investment/,Sharon Bond|Marion Coddou,,https://library.bsl.org.au/showitem.php?handle=1/13376,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Critical Interim Support Pilot provisional results,Outreach to older people in vulnerable situations has enabled them to access aged care services before their health and living circumstances deteriorate.,report,,2023,,https://www.bsl.org.au/research/publications/critical-interim-support-pilot-provisional-results/,Amber Mills,,https://library.bsl.org.au/showitem.php?handle=1/13360,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Listening to community voices: perspectives on consultation and engagement from people using disability services,How do people with disability view efforts to consult them about the services they use?,report,,2023,,https://www.bsl.org.au/research/publications/community-voices/,"Deborah Warr, Amber Mills|Vas Kasidis",,https://library.bsl.org.au/showitem.php?handle=1/13380,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Australian Human Rights Commission re Youth Justice and Child Wellbeing Reform across Australia,,report,2023-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13357,,,https://library.bsl.org.au/showitem.php?handle=1/13357,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to the Senate Select Committee into the Provision of and Access to Dental Services in Australia,,report,2023-06-01,,,https://library.bsl.org.au/showitem.php?handle=1/13356,,,https://library.bsl.org.au/showitem.php?handle=1/13356,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Australia's clean energy workforce: submission to Jobs and Skills Australia,,report,2023-05-01,,,https://library.bsl.org.au/showitem.php?handle=1/13332,,,https://library.bsl.org.au/showitem.php?handle=1/13332,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Productivity Commission Inquiry into Early Childhood Education and Care,,report,2023-05-01,,,https://library.bsl.org.au/showitem.php?handle=1/13331,,,https://library.bsl.org.au/showitem.php?handle=1/13331,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Co-designing a foundational training offer for young people,,presentation,,,,https://library.bsl.org.au/showitem.php?handle=1/13324,,,https://library.bsl.org.au/showitem.php?handle=1/13324,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Filling the gap in financial support programs: Financial Empowerment and Resilience Network (FERN) project report,The FERN Project provided a testing ground for operationalising BSL’s financial wellbeing framework.,report,,2023,,https://www.bsl.org.au/research/publications/fern/,Rory Anderson,,https://library.bsl.org.au/showitem.php?handle=1/13379,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Sustaining Economic Empowerment and Dignity for Women: conceptual framework,This report outlines the theoretical frameworks for addressing women’s economic security that underpin the SEED Project.,report,,2023,,https://www.bsl.org.au/research/publications/seed-conceptual-framework/,"Jo Buick, Dina Bowman, Rebecca Pinney Meddings|Margaret Kabare",,https://library.bsl.org.au/showitem.php?handle=1/13338,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Flip it: reframing issues affecting women’s economic security in Seymour,Adopting a gender lens helps to identify barriers affecting women and create opportunities to improve women’s financial wellbeing in regional towns.,report,,2023,,https://www.bsl.org.au/research/publications/flip-it-womens-economic-security/,Margaret Kabare|Dina Bowman,,https://library.bsl.org.au/showitem.php?handle=1/13329,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Support online: user experiences of digital platforms in the NDIS market,How are online platforms affecting support workers’ conditions and the quality of support available to people with disability?,report,,2023,,https://www.bsl.org.au/research/publications/support-online-2/,"Andrew Thies, Deborah Warr|Georgia Katsikis",,https://library.bsl.org.au/showitem.php?handle=1/13355,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,AgFutures Interim Developmental Evaluation Report,Progress in designing effective pathways for young people into careers in agriculture,report,,2023,,https://www.bsl.org.au/research/publications/agfutures-interim-dev-evaluation-report/,Madeleine Morey,,https://library.bsl.org.au/showitem.php?handle=1/13335,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Preparing for the future: evaluation of the Career Launchpad program for school leavers with disabilities,This qualitative study identifies features of a program that enables young people with disability to build interpersonal skills and explore employment pathways.,report,,2023,,https://www.bsl.org.au/research/publications/preparing-for-the-future/,Deborah Warr|Sharon Bond,,https://library.bsl.org.au/showitem.php?handle=1/13333,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Essential Services Commission Gas Distribution System Code of Practice Review,,report,2023-04-01,,,https://library.bsl.org.au/showitem.php?handle=1/13325,,,https://library.bsl.org.au/showitem.php?handle=1/13325,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Early Years Strategy,,report,2023-04-01,,,https://library.bsl.org.au/showitem.php?handle=1/13327,,,https://library.bsl.org.au/showitem.php?handle=1/13327,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Joint submission to Inquiry into Workforce Australia Employment Services (Joint submission from BSL, CPD and University of Melbourne)",,report,2023-04-01,,,https://library.bsl.org.au/showitem.php?handle=1/13323,,,https://library.bsl.org.au/showitem.php?handle=1/13323,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Essential Services Commission re Victorian Default Offer draft decision for 2023-24,,report,2023-04-01,,,https://library.bsl.org.au/showitem.php?handle=1/13322,,,https://library.bsl.org.au/showitem.php?handle=1/13322,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Select Committee on the Cost of Living,,report,2023-03-01,,,https://library.bsl.org.au/showitem.php?handle=1/13319,,,https://library.bsl.org.au/showitem.php?handle=1/13319,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into Workforce Australia Employment Services,,report,2023-03-01,,,https://library.bsl.org.au/showitem.php?handle=1/13320,,,https://library.bsl.org.au/showitem.php?handle=1/13320,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission from Victorian community organisations to 2023-28 Victorian Gas Distribution Access Arrangements,,report,2023-02-01,,,https://library.bsl.org.au/showitem.php?handle=1/13317,,,https://library.bsl.org.au/showitem.php?handle=1/13317,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re 2023-2028 Victorian Gas Distributors’ Access Arrangement draft decision and revised proposals,,report,2023-02-01,,,https://library.bsl.org.au/bsljspui/bitstream/1/13318/1/BSL_subm_AER_re_2023-28_Vic_Gas_Distributors_Draft_Decision_and_revised_proposals_Feb2023.pdf,,,https://library.bsl.org.au/bsljspui/bitstream/1/13318/1/BSL_subm_AER_re_2023-28_Vic_Gas_Distributors_Draft_Decision_and_revised_proposals_Feb2023.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The extent and nature of poverty in Australia: submission to the Senate Community Affairs References Committee,,report,2023-02-01,,,https://library.bsl.org.au/showitem.php?handle=1/13311,,,https://library.bsl.org.au/showitem.php?handle=1/13311,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Measuring what matters: BSL response to Australian Treasury discussion paper,,report,2023-02-01,,,https://library.bsl.org.au/showitem.php?handle=1/13308,,,https://library.bsl.org.au/showitem.php?handle=1/13308,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to National Energy Performance Strategy consultation paper,,report,2023-01-01,,,https://library.bsl.org.au/showitem.php?handle=1/13315,,,https://library.bsl.org.au/showitem.php?handle=1/13315,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Department of Employment and Workplace Relations re Australian Skills Guarantee,,report,2022-12-01,,,https://library.bsl.org.au/showitem.php?handle=1/13302,,,https://library.bsl.org.au/showitem.php?handle=1/13302,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Treasury Employment White Paper consultation,,report,2022-12-01,,,https://library.bsl.org.au/showitem.php?handle=1/13303,,,https://library.bsl.org.au/showitem.php?handle=1/13303,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Senate Inquiry into School Refusal,,report,2022-12-01,,,https://library.bsl.org.au/showitem.php?handle=1/13309,,,https://library.bsl.org.au/showitem.php?handle=1/13309,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Department of Employment and Workplace Relations re Australian apprenticeship services and supports,,report,2022-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/13301,,,http://library.bsl.org.au/showitem.php?handle=1/13301,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission on ParentsNext to Select Committee on Workforce Australia Employment Services,,report,2022-11-01,,,http://library.bsl.org.au/showitem.php?handle=1/13177,,,http://library.bsl.org.au/showitem.php?handle=1/13177,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Circuit breakers and care finders: critical interim support for community-dwelling older people needing aged care services,,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/13300,,,http://library.bsl.org.au/showitem.php?handle=1/13300,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Victorian community organisations' submission to gas distributors’ initial proposals: 2023–2028 Access Arrangements,,report,2022-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/13143,,,http://library.bsl.org.au/showitem.php?handle=1/13143,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Support online,,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/13138,,,http://library.bsl.org.au/showitem.php?handle=1/13138,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Improving employment outcomes for young people with disability: insights from the P2E program trial,How might a mainstream youth employment program be adapted to meet the needs of young people with disability?,report,,2022,,https://www.bsl.org.au/research/publications/improving-disability-employment-outcomes/,"Deborah Warr, Liam Fallon, Andrew Thies|Amber Mills",,https://library.bsl.org.au/showitem.php?handle=1/13316,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Senate Select Committee on Work and Care,,report,2022-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/13137,,,http://library.bsl.org.au/showitem.php?handle=1/13137,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,2023-2028 Victorian Gas Transmission System (VTS) Access Arrangement: submission from BSL to the AER’s Draft Determination and APA’s Revised Proposal,,report,2022-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/13133,,,http://library.bsl.org.au/showitem.php?handle=1/13133,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Savings buffers, housing stress and building resilience in tough times",,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/13135,,,http://library.bsl.org.au/showitem.php?handle=1/13135,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Safety nets, resilience and hope: insights from a small qualitative longitudinal study",,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/13132,,,http://library.bsl.org.au/showitem.php?handle=1/13132,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,‘I don’t know how to answer that!’: exploring community perspectives on engagement activities,,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/13134,,,http://library.bsl.org.au/showitem.php?handle=1/13134,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Future-proofing the training system for enabling climate adaptation and mitigation,,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/13124,,,http://library.bsl.org.au/showitem.php?handle=1/13124,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Home learning with HIPPY: results and learning from the HIPPY Longitudinal Study and the HIPPY Tutors Study,,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/12986,,,http://library.bsl.org.au/showitem.php?handle=1/12986,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission regarding Victoria's 2035 emissions reduction target,,report,2022-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/13049,,,http://library.bsl.org.au/showitem.php?handle=1/13049,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Power pain: an investigation of energy stress in Australia,Understanding which households experience energy stress is important for policy development in the context of rising energy prices and the move to decarbonise the economy.,report,,2022,,https://www.bsl.org.au/research/publications/power-pain/,"David Bryant, Emily Porter, Ismo Rama|Damian Sullivan",,http://library.bsl.org.au/showitem.php?handle=1/13115,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,The Tier 2 tipping point: access to support for working-age Australians without individual NDIS funding,How are Australians with disability who do not have individual funding from the National Disability Insurance Scheme (NDIS) finding and using the support and services they need to participate in society and the economy?,report,,2022,,https://www.bsl.org.au/research/publications/tier-2-tipping-point/,"Sue Olney, Amber Mills|Liam Fallon",,http://library.bsl.org.au/showitem.php?handle=1/13113,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Strengthening the role of vocational training for young people,,presentation,,,,http://library.bsl.org.au/showitem.php?handle=1/12952,,,http://library.bsl.org.au/showitem.php?handle=1/12952,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Disability Royal Commission on Australian Disability Enterprises (ADEs),,report,2022-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/12923,,,http://library.bsl.org.au/showitem.php?handle=1/12923,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Australian Energy Regulator consumer vulnerability paper,,report,2022-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/12908,,,http://library.bsl.org.au/showitem.php?handle=1/12908,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re Current Scheme Implementation and Forecasting for the NDIS,,report,2022-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12907,,,http://library.bsl.org.au/showitem.php?handle=1/12907,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to the Australian Energy Regulator (AER) re 2023–27 APA Victorian Gas Transmission System Access Arrangement,,report,2022-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12886,,,http://library.bsl.org.au/showitem.php?handle=1/12886,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Unlocking the potential of Australian apprenticeships,"Despite being the most common form of employment-based training, Australian apprenticeships are not living up to their promise.",report,,2022,,https://www.bsl.org.au/research/publications/unlocking-the-potential-of-australian-apprenticeships/,David Longley|Kira Clarke,,http://library.bsl.org.au/showitem.php?handle=1/12920,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Transversal capabilities workshop discussion paper,A key to addressing youth unemployment and workforce shortages is enabling young people to develop several kinds of skills.,report,,2022,,https://www.bsl.org.au/research/publications/transversal-capabilities-workshop-discussion-paper/,Kira Clarke|Madeleine Morey,,https://library.bsl.org.au/showitem.php?handle=1/13354,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,From place to population impact: National Development Employment Body developmental evaluation final report,This report examines the contexts and mechanisms which enable the implementation of a national youth employment ecosystem that connects young people to decent work while also meeting the workforce needs of employers and industry in local communities.,report,,2022,,https://www.bsl.org.au/research/publications/from-place-to-population-impact-nyeb-devtal-eval-final-report/,"Joseph Borlagdan, Ally Phillipou, Felicity Miles|Jonathan Bak",,https://library.bsl.org.au/showitem.php?handle=1/13359,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Applied systemic change: an implementation guide for building capability in human service systems,"The BSL's applied systemic change guide draws on extensive experience from research, policy and practice to provide the essential ideas, practices and tools to create deep and lasting change in human services.",report,,2022,,https://www.bsl.org.au/research/publications/applied-systemic-change/,"Shelley Mallett, Sally James, Joseph Borlagdan, Danielle Thornton|Diane Brown",,https://library.bsl.org.au/showitem.php?handle=1/13314,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Return to the family safety net? Economic security as Life Chances participants turn 30,Stage 12 of the longitudinal Life Chances study observes a noticeable trend of needing to rely on family resources.,report,,2022,,https://www.bsl.org.au/research/publications/return-to-the-family-safety-net/,Ursula Harrison|Dina Bowman,,http://library.bsl.org.au/showitem.php?handle=1/12888,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to the Australian Energy Regulator (AER) ‘Regulating gas pipelines under uncertainty’ information paper,,report,2022-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12885,,,http://library.bsl.org.au/showitem.php?handle=1/12885,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Inquiry into Renewable Energy in Victoria,,report,2022-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12887,,,http://library.bsl.org.au/showitem.php?handle=1/12887,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re the New Disability Employment Service Model,,report,2022-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12867,,,http://library.bsl.org.au/showitem.php?handle=1/12867,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re Minimum energy efficiency standards for rental homes in the ACT,,report,2021-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/12868,,,http://library.bsl.org.au/showitem.php?handle=1/12868,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Senate Inquiry into NDIS Amendment (Participant Service Guarantee and Other Measures) Bill 2021,,report,2021-11-01,,,http://library.bsl.org.au/showitem.php?handle=1/12817,,,http://library.bsl.org.au/showitem.php?handle=1/12817,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,10 strategies for improving employment outcomes for people with disability,What needs to be done to reform policies and practices that aim to increase the participation of people with disability in employment?,report,,2021,,https://www.bsl.org.au/research/publications/10-strategies-disability-employment/,"Andrew Thies, Deborah Warr, Shelley Mallett|Diane Brown",,http://library.bsl.org.au/showitem.php?handle=1/12848,,
