artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publication_place,artifact__publisher,artifact__tags,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash,artifact__people_author,atrifact__doi
"
          California’s Carbon Challenge: Scenarios for Achieving 80% Emissions Reduction in 2050        ",,report,,2012,,https://eta-publications.lbl.gov/publications/california-s-carbon-challenge-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/california_carbon_challenge_feb20_20131.pdf,,,,,,,,,,Max  Wei|James H Nelson|Michael K Ting|Christopher  Yang|Jeffery B Greenblatt|James E McMahon|Daniel M Kammen|Christopher M Jones|Ana  Mileva|Josiah  Johnston|Ranjit  Bharvirkar,
"
          Business Case for Energy Efficiency in Support of Climate Change Mitigation, Economic and Societal Benefits in India        ",,report,,2012,,https://eta-publications.lbl.gov/publications/business-case-energy-efficiency-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5344e.pdf,,,,,,,,,,Michael A McNeil|Jing  Ke|Stephane  de la Rue du Can|Virginie E Letschert|James E McMahon,
"
          Business Case for Energy Efficiency in Support of Climate Change Mitigation, Economic and Societal Benefits in the Republic of Korea        ",,report,,2012,,https://eta-publications.lbl.gov/publications/business-case-energy-efficiency-1,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6219e.pdf,,,,,,,,,,Michael A McNeil|Nicholas  Bojda|Won Young Park|Mo  Zhou|Jing  Ke|Jun Young Choi,
"
          Building Scale DC Microgrids        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/building-scale-dc-microgrids,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5729e.pdf,,,,,,,,,,Chris  Marnay|Steven  Lanzisera|Michael  Stadler|Judy  Lai,
"
          Building Distributed Energy Performance Optimization for China - a Regional Analysis of Building Energy Costs and CO",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/building-distributed-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-81770.pdf,,,,,,,,,,Wei  Feng|Nan  Zhou|Chris  Marnay|Michael  Stadler|Judy  Lai,
"
          Boulder, Colorado's SmartRegs: Minimum Performance Standards for Residential Rental Housing        ",,brief,,2012,,https://eta-publications.lbl.gov/publications/boulder-colorados-smartregs-minimum,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/mi-policybrief-3-16-2012.pdf,,,,,,,,,,Mark  Zimring|Merrian  Borgeson|Ian M Hoffman|Charles A Goldman|Elizabeth  Stuart|Annika Todd|Megan A Billingsley,
"
          Avoided emissions from high penetration of photovoltaic electricity in the United States        ",,article,,2012,,https://eta-publications.lbl.gov/publications/avoided-emissions-high-penetration,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/avoided-emissions-pv-in-us.pdf,,,,,,,,,,Pei  Zhai|Peter H Larsen|Dev  Millstein|Surabi  Menon|Eric R Masanet,https://dx.doi.org/10.1016/j.energy.2012.08.025
"
          Assessment of NHTSA’s Report “Relationships Between Fatality Risk, Mass, and Footprint in Model Year 2000-2007 Passenger Cars and LTVs” - Final Report        ",,report,,2012,,https://eta-publications.lbl.gov/publications/assessment-nhtsa-s-report-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5698e.pdf,,,,,,,,,,Thomas P Wenzel,
"
          Assessment of Energy Efficiency Improvement and CO",,report,,2012,,https://eta-publications.lbl.gov/publications/assessment-energy-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6337e_pdf.pdf,,,,,,,,,,"William R Morrow, III|Tengfang T Xu|Ali  Hasanbeigi|Jayant A Sathaye",
"
          Assessment of Energy Efficiency Improvement and CO",,report,,2012,,https://eta-publications.lbl.gov/publications/assessment-energy-efficiency-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5536e.pdf,,,,,,,,,,"Ali  Hasanbeigi|William R Morrow, III|Eric R Masanet|Jayant A Sathaye|Tengfang T Xu",
"
          Assessing the Control Systems Capacity for Demand Response in California Industries        ",,report,,2012,,https://eta-publications.lbl.gov/publications/assessing-control-systems-capacity,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/LBNL-5319E.pdf,,,,,,,,,,Girish  Ghatikar|Aimee T McKane|Sasank  Goli|Peter L Therkelsen|Daniel  Olsen,
"
          An Analysis of the Relationship between Casualty Risk Per Crash and Vehicle Mass and Footprint for Model Year 2000-2007 Light-Duty Vehicles - Final Report        ",,report,,2012,,https://eta-publications.lbl.gov/publications/analysis-relationship-between-1,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5697e_0.pdf,,,,,,,,,,Thomas P Wenzel,
"
          Analysis of the Energy Intensity of Industries in California        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/analysis-energy-intensity-industries,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/aceee_ca_industry_intensity.pdf,,,,,,,,,,Stephane  de la Rue du Can|Ali  Hasanbeigi|Jayant A Sathaye,
"
          Analysis of Casualty Risk per Police-Reported Crash for Model Year 2000 to 2004 Vehicles, using Crash Data from Five States        ",,report,,2012,,https://eta-publications.lbl.gov/publications/analysis-casualty-risk-police,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-4897e.pdf,,,,,,,,,,Thomas P Wenzel,
"
          Analysis of Air Leakage Measurements from Residential Diagnostics Database        ",,report,,2012,,https://eta-publications.lbl.gov/publications/analysis-air-leakage-measurements,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5967e.pdf,,,,,,,,,,Wanyu R Chan|Jeffrey  Joh|Max H Sherman,
"
          Air Leakage of US Homes: Regression Analysis and Improvements from Retrofit        ",,report,,2012,,https://eta-publications.lbl.gov/publications/air-leakage-us-homes-regression,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5966e.pdf,,,,,,,,,,Wanyu R Chan|Jeffrey  Joh|Max H Sherman,
"
          Advanced Controls and Sustainable Systems for Residential Ventilation        ",,report,,2012,,https://eta-publications.lbl.gov/publications/advanced-controls-and-sustainable,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5968e.pdf,,,,,,,,,,William JN Turner|Iain S Walker,
"
          Addressing Water Consumption of Evaporative Coolers with Greywater        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/addressing-water-consumption,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5532e.pdf,,,,,,,,,,Rashmi  Sahai|Nihar  Shah|Amol A Phadke,
"
          Addressing the effectiveness of industrial energy efficiency incentives in overcoming investment barriers in China        ",,proceedings,,2012,,https://eta-publications.lbl.gov/publications/addressing-effectiveness-industrial,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5923e-eceee-industrial-ee-incentivesoct-2012.pdf,,,,,,,,,,John  Romankiewicz|Bo  Shen|Hongyou  Lu|Lynn K Price,
"
          Addressing Energy Demand through Demand Response: International Experiences and Practices        ",,report,,2012,,https://eta-publications.lbl.gov/publications/addressing-energy-demand-through,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbl-5580e-deman-response-azurejune-2012.pdf,,,,,,,,,,Greg  Wikler|Phil  Martin|Bo  Shen|Girish  Ghatikar|Chun Chun Ni|Junqiao Han Dudley,
"
          Acting Globally: Potential Carbon Emissions Mitigation Impacts from an International Standards and Labelling Program        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/acting-globally-potential-carbon-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-2331e.pdf,,,,,,,,,,Michael A McNeil|Virginie E Letschert|Stephane  de la Rue du Can|Christine  Egan,
"
          Achieving Extreme Efficiency: How to get the job done when energy is extremely expensive and scarce        ",,conference-paper,,2012,,https://eta-publications.lbl.gov/publications/achieving-extreme-efficiency-how-get,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5601e.pdf,,,,,,,,,,Richard E Brown|Louis-Benoit  Desroches|Karina  Garbesi|Alan K Meier,
"
          Achieving Energy Savings in Municipal Construction in Long Beach, CA        ",,case-study,,2012,,https://eta-publications.lbl.gov/publications/achieving-energy-savings-municipal,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6921e_-_long_beach.pdf,,,,,,,,,,Kristen  Parrish|Cynthia  Regnier,
"
          Achieved and Potential Energy Savings through Energy Efficient Procurement        ",,report,,2012,,https://eta-publications.lbl.gov/publications/achieved-and-potential-energy-savings,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/achieved_and_potential_energy_savings_through_energy_efficient_procurement_lbnl-5737e.pdf,,,,,,,,,,K. Sydny  Fujita|Margaret  Taylor,
"
          Zone Level Occupant-­‐Responsive Building Energy Systems at the GSA        ",,report,,2013,,https://eta-publications.lbl.gov/publications/zone-level-occupant-responsive,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6887e_0.pdf,,,,,,,,,,Alastair  Robinson,
"
          Window Spacers and Edge Seals in Insulating Glass Units: A State-of-the-Art Review and Future Perspectives        ",,article,,2013,,https://eta-publications.lbl.gov/publications/window-spacers-and-edge-seals,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/6122e.pdf,,,,,,,,,,Sofie  Van Den Bergh|Robert  Hart|Bjørn Petter Jelle|Arlid  Gustavsen,https://dx.doi.org/10.1016/j.enbuild.2012.10.006
"
          A validation of a ray-tracing tool used to generate bi-directional scattering distribution functions for complex fenestration systems        ",,article,,2013,,https://eta-publications.lbl.gov/publications/validation-ray-tracing-tool-used,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/6541e.pdf,,,,,,,,,,Andrew  McNeil|Jacob C Jonsson|David  Appelfeld|Gregory J Ward|Eleanor S Lee,https://dx.doi.org/10.1016/j.solener.2013.09.032
"
          Utility Customer-Funded Energy Efficiency 101: Presentation for South Dakota Public Utilities Commission        ",,presentation-lecture,,2013,,https://eta-publications.lbl.gov/publications/utility-customer-funded-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/south_dakota_utility_customer-funded_energy_efficiency_101.pdf,,,,,,,,,,Steven R Schiller,
"
          Utility Business Models in a Low Load Growth/High DG Future: Gazing into the Crystal Ball?        ",,presentation-lecture,,2013,,https://eta-publications.lbl.gov/publications/utility-business-models-low-load,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/utility-business-models-ppt-pdf.pdf,,,,,,,,,,Charles A Goldman|Andrew  Satchwell|Peter  Cappers|Ian M Hoffman,
"
          Using Public Participation to Improve MELs Energy Data Collection        ",,report,,2013,,https://eta-publications.lbl.gov/publications/using-public-participation-improve,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/using_public_participation_to_improve_mels_data_collection.pdf,,,,,,,,,,H.Y. Iris Cheung|Margarita  Kloss|Richard E Brown|Alan K Meier,
"
          Using Financing to Scale Up Energy Efficiency: Work Plan Recommendations for the SEE Action Financing Solutions Working Group        ",,presentation-lecture,,2013,,https://eta-publications.lbl.gov/publications/using-financing-scale-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/financing-workplan-recommendations.pdf,,,,,,,,,,Mark  Zimring|Matthew  Brown|Dave  Carey,
"
          Using Field-Metered Data to Quantify Annual Energy Use of Residential Portable Unit Dehumidifiers        ",,report,,2013,,https://eta-publications.lbl.gov/publications/using-field-metered-data-quantify-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6469e.pdf,,,,,,,,,,Henry  Willem|Thomas A Burke|Camilla  Dunham|Bereket  Beraki|James D Lutz|Moya  Melody|Mythri  Nagaraju|Chun Chun Ni|Stacy  Pratt|Sarah K Price|Venessa  Tavares,
"
          U.S. Residential Miscellaneous Refrigeration Products: Results from Amazon Mechanical Turk Surveys        ",,report,,2013,,https://eta-publications.lbl.gov/publications/us-residential-miscellaneous,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6194e.pdf,,,,,,,,,,Jeffery B Greenblatt|Scott J Young|Hung-Chia  Yang|T.  Long|Bereket  Beraki|Sarah K Price|Stacy  Pratt|Henry  Willem|Louis-Benoit  Desroches|Sally M Donovan,
"
          Understanding the Effect of Baseline Modeling Implementation Choices on Analysis of Demand Response Performance        ",,conference-paper,,2013,,https://eta-publications.lbl.gov/publications/understanding-effect-baseline,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5560e.pdf,,,,,,,,,,Nathan J Addy|Johanna L Mathieu|Sila  Kiliccote|Duncan S Callaway,
"
          Uncertainties in Air Exchange using Continuous-Injection, Long-Term Sampling Tracer-Gas Methods        ",,article,,2013,,https://eta-publications.lbl.gov/publications/uncertainties-air-exchange-using,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/uncertainties_in_air_exchange_using_continuous-injection_long-term_sampling_tracer-gas_methods.pdf,,,,,,,,,,Max H Sherman|Iain S Walker|Melissa M Lunden,
"
          The Two-Day CERC-BEE Forum on Building Integrated Design and Occupant Behavior: Presentations and Summary        ",,presentation-lecture,,2013,,https://eta-publications.lbl.gov/publications/two-day-cerc-bee-forum-building,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/cerc-bee_forum_summary_and_presentations.pdf,,,,,,,,,,Tianzhen  Hong|William JN Turner|Cheng  Li,
"
          Transformerless Solar PV Inverters Test Report        ",,report,,2013,,https://eta-publications.lbl.gov/publications/transformerless-solar-pv-inverters,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/transformerless-solar-pv-inverters.pdf,,,,,,,,,,Richard J Bravo,
"
          Trading Appliance Efficiency for Electricity Subsidies: The Potential in Emerging Economies        ",,conference-paper,,2013,,https://eta-publications.lbl.gov/publications/trading-appliance-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/trading_appliance_efficiency.pdf,,,,,,,,,,Anand R Gopal|Greg  Leventis|Stephane  de la Rue du Can|Nihar  Shah|Amol A Phadke,
"
          Tips for Daylighting with Windows: The Integrated Approach, 2nd Edition        ",,report,,2013,,https://eta-publications.lbl.gov/publications/tips-daylighting-windows-integrated-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tips-for-daylighting-2013.pdf,,,,,,,,,,Jennifer  Schumann|Eleanor S Lee|Francis M Rubinstein|Stephen E Selkowitz|Alastair  Robinson,
"
          Tips for Daylighting with Windows        ",,case-study,,2013,,https://eta-publications.lbl.gov/publications/tips-daylighting-windows,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/ellen_thomas_lbnl-6902e.pdf,,,,,,,,,,Alastair  Robinson|Stephen E Selkowitz,
"
          Three-Phase German Solar PV Inverter Test Report        ",,report,,2013,,https://eta-publications.lbl.gov/publications/three-phase-german-solar-pv-inverter,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/3-phase-german-solar-pv-inverter-test-report.pdf,,,,,,,,,,Richard J Bravo,
"
          Thermal Energy Storage for Electricity Peak-demand Mitigation: A Solution in Developing and Developed World Alike        ",,proceedings,,2013,,https://eta-publications.lbl.gov/publications/thermal-energy-storage-electricity,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6308e.pdf,,,,,,,,,,Nicholas  DeForest|Gonçalo  Mendes|Michael  Stadler|Wei  Feng|Judy  Lai|Chris  Marnay,
"
          System Effects of High Efficiency Filters in Homes        ",,conference-paper,,2013,,https://eta-publications.lbl.gov/publications/system-effects-high-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6144e.pdf,,,,,,,,,,Iain S Walker|Darryl J Dickerhoff|David  Faulkner|William JN Turner,
